,City,Country,Date,Latitude,Longitude,Cloudiness (%),Wind Speed (mph),Max Temp (F),Humidity (%)
600,cimitarra,CO,2022-04-24 12:21:00,6.3142,-73.9497,41,1.01,73.058,90
601,mindelo,CV,2022-04-24 12:21:02,16.8901,-24.9804,40,4.63,69.61999999999996,83
602,ndende,GA,2022-04-24 12:21:03,-2.4008,11.3581,99,0.59,73.20199999999997,98
603,payo,ID,2022-04-24 12:21:04,-3.7508,103.6372,100,0.27,75.18200000000002,96
604,timmins,CA,2022-04-24 12:16:46,48.4669,-81.3331,100,5.66,41.09000000000002,42
605,shakiso,ET,2022-04-24 12:21:07,5.75,38.9167,94,1.14,59.288000000000046,96
606,cuenca,EC,2022-04-24 12:17:22,-2.8833,-78.9833,100,1.54,55.79600000000005,94
607,rancho palos verdes,US,2022-04-24 12:21:09,33.7445,-118.387,0,3.58,69.60199999999998,62
608,laureles,US,2022-04-24 12:21:11,26.1092,-97.4941,100,8.23,78.38599999999997,72
609,neyshabur,IR,2022-04-24 12:21:13,36.2133,58.7958,0,1.38,64.36400000000003,49
610,nemuro,JP,2022-04-24 12:20:11,43.3236,145.575,4,9.44,42.16999999999996,77
611,galveston,US,2022-04-24 12:21:03,29.3669,-94.9669,1,1.79,74.31799999999998,88
612,ahuimanu,US,2022-04-24 12:21:17,21.4447,-157.8378,100,7.72,77.01799999999999,78
613,arcata,US,2022-04-24 12:17:51,40.8665,-124.0828,20,2.24,52.196000000000055,84
614,nicoya,CR,2022-04-24 12:21:19,10.1483,-85.452,3,1.04,79.10600000000002,80
615,don benito,ES,2022-04-24 12:16:55,38.9563,-5.8616,0,1.55,43.898000000000025,94
616,phonhong,LA,2022-04-24 12:21:22,18.5007,102.4166,5,0.42,94.45999999999998,43
617,monywa,MM,2022-04-24 12:21:23,22.1167,95.1333,6,1.98,98.47400000000002,24
618,nabire,ID,2022-04-24 12:21:24,-3.3667,135.4833,80,2.61,87.51199999999996,61
619,salalah,OM,2022-04-24 12:21:26,17.0151,54.0924,28,2.95,82.63399999999999,73
620,grand gaube,MU,2022-04-24 12:21:27,-20.0064,57.6608,97,2.24,78.65600000000003,66
621,upington,ZA,2022-04-24 12:21:28,-28.4478,21.2561,0,3.09,52.44800000000002,87
622,labuhan,ID,2022-04-24 12:21:30,-6.8844,112.2051,100,0.96,85.64000000000001,70
623,bagdarin,RU,2022-04-24 12:21:31,54.4333,113.6,93,3.47,35.438000000000045,28
624,ternate,ID,2022-04-24 12:21:32,0.8,127.4,33,2.5,84.41600000000001,72
625,wewak,PG,2022-04-24 12:21:34,-3.5534,143.6268,36,3.58,85.83800000000005,65
626,ballina,AU,2022-04-24 12:21:35,-28.8667,153.5667,23,6.74,72.05000000000001,75
627,grand centre,,,,,,,,
628,sobolevo,RU,2022-04-24 12:21:38,54.4299,31.8996,100,5.18,46.20199999999998,97
629,tonota,BW,2022-04-24 12:21:39,-21.4833,27.4833,87,2.58,65.33599999999997,78
630,yarada,IN,2022-04-24 12:21:40,17.65,83.2667,20,4.12,93.79399999999998,43
631,singaraja,ID,2022-04-24 12:21:42,-8.112,115.0882,50,2.07,86.14399999999998,71
632,pangnirtung,CA,2022-04-24 12:21:43,66.1451,-65.7125,16,3.42,4.909999999999979,70
633,beauvais,FR,2022-04-24 12:21:44,49.4167,2,0,3.09,47.89399999999997,92
634,sisimiut,GL,2022-04-24 12:21:46,66.9395,-53.6735,100,2.38,28.435999999999968,96
635,baghdad,IQ,2022-04-24 12:21:47,33.3406,44.4009,100,3.09,77.18000000000004,23
636,mega,ET,2022-04-24 12:21:48,4.05,38.3,82,2.64,61.10600000000003,83
637,zachagansk,,,,,,,,
638,iisalmi,FI,2022-04-24 12:21:51,63.5592,27.1907,18,1.61,32.07200000000004,88
